source,error,item
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.779857435059 56.117729656122 Neutral Zone United Arab Emirates  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.460980564074 56.166905659792 Fujayrah United Arab Emirates Al Foudjaïrah, Fudjayra Al Fujayrah, Fujaira, Fujairah, Fujeira "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.131683960283 56.267556114554 Fujayrah United Arab Emirates Al Foudjaïrah, Fudjayra Al Fujayrah, Fujaira, Fujairah, Fujeira "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.898030568365 56.281302849533 Neutral Zone United Arab Emirates  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.926360297311 56.29162929743 Neutral Zone United Arab Emirates Al Foudjaïrah, Fudjayra Al Fujayrah, Fujaira, Fujairah, Fujeira "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.391708012474 55.578983340517 Ajman United Arab Emirates `Adjmân Ajmã `Ajman "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.817532863998 56.038296538266 Neutral Zone United Arab Emirates  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.134287713716 55.798876644718 Sharjah United Arab Emirates Ach Chârdjah Chardja Ash Shariqah Ash Sharjah Sharjah and Dependencies Sharjah and Kalba "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","23.649381358597 54.005452890832 Abu Dhabi United Arab Emirates Aboû Dabî Abu Dabi Abu ?abi Abu ?aby "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.923167280138 55.370294951736 Dubay United Arab Emirates Dibay Doubaï Dubai, Dubayy "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-38.643169078918 -70.122518262008 Neuquén Argentina Neuquém "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-33.756910320491 -66.029376875651 San Luis Argentina  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-32.092463082438 -63.768861094987 Córdoba Argentina Cordova "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-29.668791533618 -67.200566027073 La Rioja Argentina  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-24.896788134205 -59.93310495097 Formosa Argentina  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-28.763476259854 -57.80067072637 Corrientes Argentina  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-30.700183179469 -60.950016314689 Santa Fe Argentina Santa Fé "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","40.14743234647 44.536223462021 Erevan Armenia Yerevan ????? ??????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-14.254944149263 -170.39892656878 ASM- (American Samoa aggregation) American Samoa  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-80.516665688804 19.974553728763 ATA- (Antarctica aggregation) Antarctica  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-71.854024244793 -47.87426504631 ATA- (Antarctica minor island) Antarctica  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-12.432577176558 123.58636778659 ATC- (Ashmore and Cartier Is. aggregation) Ashmore and Cartier Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-49.06484801832 68.991811827542 ATF- (Fr. S. Antarctic Lands aggregation) French Southern and Antarctic Lands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.284380235603 -61.791732462256 ATG- (Antigua aggregation) Antigua and Barbuda  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-54.612562944628 158.89543550637 AUS- (Macquarie I. aggregation) Australia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-9.3499428612274 142.51026382065 Western Australia Fly "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-35.156725940387 150.70072682559 Jervis Bay Territory Australia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-31.557386269801 159.0808820734 Norfolk Island Australia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.392275362647 13.087954350655 Salzburg Austria Salzburgo "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","48.223185569784 16.384135469739 Wien Austria Vienna Viena "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","40.686966940025 46.318450258488 G?nc? Azerbaijan Ganja city "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","40.337031812603 47.219582381846 B?rd? Azerbaijan Barda "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","39.322842870144 46.942268717509 C?brayil Azerbaijan Jabrayil "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.419395690517 48.224974686713 Qusar Azerbaijan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","39.689400979905 44.842835440856 S?d?r?k Azerbaijan Sadarak "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.836694312036 4.3704148824603 Brussels Belgium Bruselas Brussel Hoofstadt Brusselse Hoofdstedelijke Gewest Brüssel Bruxelas Région de Bruxelles-Capitale "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.253016166759 4.8515730608486 Namur Belgium Namen "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.225325389919 4.7170262723422 Antwerp Belgium Antwerpen "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.519867117036 5.722718354652 Liege Belgium Luik "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.178042488184 90.288151299737 Dhaka Bangladesh Daca Dacca "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","41.891918446825 25.829807009572 Haskovo Bulgaria Khaskovo ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.708244789176 23.600686352011 Sofia Bulgaria Sofiya Sofija Sofija"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.51495092892 23.213066249199 Montana Bulgaria Mikhaylovgrad Mihailovgrad ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.803393981567 22.698477170645 Vidin Bulgaria  ?????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.500355695773 27.302467392147 Burgas Bulgaria Bourgas ??????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","42.255362010388 26.60328556601 Yambol Bulgaria Jambol Jamboli ?????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.947942714113 27.01948098083 Silistra Bulgaria  ????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.673303312999 25.953955538333 Ruse Bulgaria Russe Rucuk Rustchuk ????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","26.049173193305 50.543867946124 BHR- (Bahrain aggregation) Bahrain  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.222809281549 -76.551252212036 BHS- (Bahamas aggregation) The Bahamas  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","44.261217324802 18.081723454834 Serbian Republic Bosnia and Herzegovina  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.827039128827 18.316282053823 Sarajevo Bosnia and Herzegovina Sarajevski "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.671158408303 18.822201345664 Bosnian Podrinje Bosnia and Herzegovina Bosansko-podrinjski Goradansko-podrinjski "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.072423099687 18.295346309291 Posavina Bosnia and Herzegovina Bosanskoposavski Posavski "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","44.994934124185 18.658732319504 Posavina Bosnia and Herzegovina Bosanskoposavski Posavski "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","17.905584522343 -62.832619624697 BLM- (St. Barthelemy aggregation) Saint Barthelemy  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","32.310714196636 -64.756580197982 BMU- (Bermuda aggregation) Bermuda  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-18.648980181237 -67.695821401492 Oruro Bolivia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-20.57223336092 -66.732298529557 Potosí Bolivia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-22.26282813383 -48.725364558122 São Paulo Brazil  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-22.190303989866 -42.662723818808 Rio de Janeiro Brazil  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-5.8339701634043 -36.67231897911 Rio Grande do Norte Brazil  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","27.585812167477 89.532128275629 Thimphu Bhutan Tashi Chho Dzong Thimbu "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-54.419265046003 3.4131420019067 BVT- (Bouvet I. remainder) Norway  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","5.1161097205305 17.997419147926 Bangui Central African Republic  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.216841514702 6.1101897224585 Genève Switzerland Cenevre Genebra Geneve Geneva Genevra Genf Ginebra Ginevra "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.996140375892 6.7793853044605 Neuchâtel Switzerland Neuenburg "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.984099628336 9.0571346109293 Glarus Switzerland Glaris Glarona Glaruna "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.710894408689 8.5900335507185 Schaffhausen Switzerland Schaffhouse Schaffusa Sciaffusa "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.579250375835 8.5522006416478 Schaffhausen Switzerland Schaffhouse Schaffusa Sciaffusa "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.063655184597 8.7492934012221 Schwyz Switzerland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.417496704668 8.6464698516638 Zürich Switzerland Turitg Zurigo Zürih Zurique "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.157688357558 8.5308402677937 Zug Switzerland Zoug Zugo "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.719284544583 7.0815267096087 Fribourg Switzerland Freiburg Friburg Friburgo "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.824627956313 7.6265735119387 Bern Switzerland Berna Berne "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","47.304654491794 7.6408785702066 Solothurn Switzerland Solothurn "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-52.466936230422 -71.821042705807 Magallanes y Antártica Chilena Chile Magalhães Magellan et Antarctique Chilienne Región de Magallanes y de la Antártica Chilena "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-20.194889924867 -69.411366204464 Tarapacá Chile Tarapaca "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-23.470214211573 -69.116658729817 Antofagasta Chile  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-30.635666885996 -70.886860184309 Coquimbo Chile  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-32.698949997333 -71.42935420082 Valparaíso Chile Aconcagua "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","40.17444147866 116.40616074622 Beijing China Beijing ?? ??"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","31.187057042549 121.44873585936 Shanghai China Shànghai ?? ??"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.297389383979 -109.22126424235 CLP- (Clipperton I. aggregation) Clipperton Island  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-19.814980954151 -158.79110431856 COK- (Cook Is. aggregation) Cook Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","3.9765574107677 -81.596830292954 COL- (Colombia minor island) Colombia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","5.7719456287242 -73.107962825062 Boyacá Colombia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.3557568004651 -75.800039105682 Córdoba Colombia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","4.2826368901093 -74.197385721773 Bogota Colombia Bogota Capital District "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","5.0821816893552 -75.83841257012 Risaralda Colombia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","1.5588143691087 -77.874785865608 Nariño Colombia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-11.884216211151 43.680163186885 COM- (Comoros aggregation) Comoros  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.936140242486 -23.967239766017 CPV- (Cape Verde aggregation) Cape Verde  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","5.5344257839395 -87.087079048257 CRI- (Costa Rica remainder) Costa Rica  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.8081213699823 -83.681467836012 Cartago Costa Rica  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.427516418381 -84.011552983578 Heredia Costa Rica  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.1591206922097 -83.722335643757 Puntarenas Costa Rica  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.6086089483826 -83.990209653588 San José Costa Rica  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","10.558334343731 -84.602336923544 Alajuela Costa Rica  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-18.525020493324 151.27466456241 CSI- (Coral Sea Is. aggregation) Coral Sea Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.193821089396 -68.971305606942 CUW- (Curaçao aggregation) Curaçao  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","19.426331163515 -80.877025892726 CYM- (Cayman Is. aggregation) Cayman Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","35.276421073316 33.597794359505 CYN- (N. Cyprus aggregation) Northern Cyprus  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.063990885693 14.452964129251 Prague Czech Republic Prag  Hlavní mesto Praha "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.192812156523 8.752948496219 Bremen Germany  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.544171252224 10.030443334717 Hamburg Germany  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.500214743337 13.404494539323 Berlin Germany  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","19.383087764517 -71.310011712218 Santiago Rodríguez Dominican Republic Santiago Rodrigu "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","18.547295997251 -69.369091477564 San Pedro de Macorís Dominican Republic  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","19.744351341064 -70.801332763312 Puerto Plata Dominican Republic  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","19.408974120711 -70.366516823031 Hermanas Dominican Republic  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-4.0952231005869 -79.664707848095 Loja Ecuador  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-2.5036471682297 -78.967600014164 Cañar Ecuador  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-1.7071529881046 -76.887817813301 Pastaza Ecuador  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.771299554013 28.581602578011 Al Wadi at Jadid Egypt  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","27.948029415859 34.597741084513 Tabuk Egypt Tabouk "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","35.01779640926 33.792997458425 ESB- (Dhekelia aggregation) Dhekelia Soverign Base Area  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","28.33877728079 -15.67794232832 ESP- (Canary Is. aggregation) Spain  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","38.004028099254 -1.4832781277933 Región de Murcia Spain Murcia Região de Múrcia Regió de Múrcia Région de Murcie Region of Murcia "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","35.892450025611 -5.3473815471125 Ceuta Spain Ceuta y Melilla "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","35.295346890233 -2.9444435451695 Melilla Spain Ceuta y Melilla "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","58.396421748485 24.550321578729 Pärnu Estonia Paernu Pärnumaa Pärnu maakond "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","58.042827962837 27.151494941998 Põlva Estonia Polva Põlvamaa Põlva maakond "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","58.923144729595 24.702883735553 Rapla Estonia Raplamaa Rapla maakond "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.933038558408 26.143026691975 Valga Estonia Valgamaa Valga maakond "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","58.336987487889 25.558364059609 Viljandi Estonia Viljandimaa Viljandi maakond Vilyandi "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.747955252725 26.911152916813 Võru Estonia Voru Võrumaa Võru maakond "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.4603712038234 36.726344312689 Southern Nations, Nationalities and Peoples Ethiopia Southern Nations, Nationalities, and People's Region "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.5123334982663 38.705360757302 Addis Ababa Ethiopia Addis Ababa Addis Abeba Adis-Abeba Adis Abeba "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.9777912400543 38.786005180456 Addis Ababa Ethiopia Addis Ababa Addis Abeba Adis-Abeba Adis Abeba "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.6058478148684 42.004577989115 Dire Dawa Ethiopia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","63.172709915358 27.46703485343 Eastern Finland Finland Itä-Suomen lääni Östra Finlands län "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","64.518101369192 28.592738788892 Oulu Finland Oulun lääni Uleåborgs län "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","60.827867178613 26.889601299642 Southern Finland Finland Etelä-Suomen lääni Södra Finlands län "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","60.33158701507 24.372045924972 Southern Finland Finland Etelä-Suomen lääni Södra Finlands län "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-51.733307275668 -59.376102806019 FLK- (Falkland Is. aggregation) Falkland Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.656417306513 -61.017618003566 Martinique France  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","3.9225129062659 -53.24455523457 French Guiana France  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","62.07402725482 -6.8705547760753 Eysturoyar Faroe Islands Østerø Eysturoy "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","7.1161253276884 155.24451752294 FSM- (Micronesia aggregation) Federated States of Micronesia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","3.5869413682462 152.85941856529 FSM- (Micronesia minor island) Federated States of Micronesia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.483789205468 -4.3080202589001 East Ayrshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.950510130784 -4.208246205085 East Dunbartonshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.751983214674 -4.3446712224072 East Renfrewshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.848707429288 -4.2413859655515 Glasgow United Kingdom Glasgow City "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.897940577976 -4.7394054276788 Inverclyde United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.717928969915 -4.7213630943706 North Ayshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.870017458133 -3.9379923216319 North Lanarkshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.83926268353 -4.5308268746668 Renfrewshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.256489038559 -4.6969786209355 South Ayrshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.610448143809 -3.8033898923837 South Lanarkshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.979888792376 -4.4884570348394 West Dunbartonshire United Kingdom Dumbarton and Clydebank "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.163298542655 -2.1912915916975 Aberdeen United Kingdom Aberdeen City "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.245677876078 -2.6258204352964 Aberdeenshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.469986441939 -3.2698331788547 Moray United Kingdom Elgin "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.985113097696 -3.7827223122988 Falkirk United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.241559035505 -4.3257507987264 Stirling United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.148453515177 -3.7300721840075 Clackmannanshire United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.72997288728 -2.9168348388934 Angus United Kingdom Forfar "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.486143937472 -2.9498452675278 Dundee United Kingdom Dundee City "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.937716367159 -2.7016996255827 East Lothian United Kingdom Haddington "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.918317004413 -3.2853657753132 Edinburgh United Kingdom Édimbourg Edimburgo "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.827051225247 -3.0910122612647 Midlothian United Kingdom Edinburgh "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.881226409489 -3.5702501933921 West Lothian United Kingdom Linlithgow "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.945803202179 -1.5608084418385 Tyne and Wear United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.535146255209 -1.5362987264125 Darlington United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.68942032855 -1.827984037376 Durham United Kingdom County Durham "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.658302454133 -1.262516036437 Hartlepool United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.531623861051 -1.2487474285193 Middlesbrough United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.553124322177 -1.0296901007705 Redcar and Cleveland United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.548359981531 -1.3384295013106 Stockton-on-Tees United Kingdom Stockton "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.23868468147 -2.0617076720319 Northumberland United Kingdom  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.071331133895 -1.2860155059988 Hampshire United Kingdom Southampton "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.911088009377 -1.3690493348564 Southampton United Kingdom  "
